noteType,noteDirection,index,id,time,cutType,multiplier,score/0,score/1,score/2,timeDeviation,speed,preswing,postswing,distanceToCenter,cutPoint/0,cutPoint/1,cutPoint/2,saberDir/0,saberDir/1,saberDir/2,cutNormal/0,cutNormal/1,cutNormal/2,timeDependence
1,4,8,88,21.3695564,0,8,70,2,29,0.01128006,50.55936,1.43930554,0.9707734,0.2655742,-1.10654271,1.86475933,0.9453658,-0.259900451,0.8560992,-0.44670558,0.777721047,0.448518783,0.440432668,0.440432668
0,6,1,89,21.4251118,0,8,70,15,30,-0.00237846375,50.8165932,1.66393411,1.51321054,0.0014564991,-0.301020473,0.9359708,0.7707619,-0.623985946,-0.6858639,-0.3744759,-0.7006314,0.704123139,-0.11543946,0.11543946
1,7,2,90,21.4806671,0,8,70,14,30,0.011428833,54.2255249,1.35985017,1.25408542,0.0187676549,0.287172079,0.920854032,1.06097114,0.68881166,-0.6208983,-0.374197572,-0.6835126,-0.72830236,0.0488499552,0.0488499552
0,5,11,91,21.5362225,0,8,70,11,21,-0.0161457062,59.06759,1.87760484,0.6896341,0.08534187,0.9487641,1.91311932,0.4895536,0.6052926,0.3398097,-0.7198265,0.571397,-0.815680265,0.09039666,0.09039666
1,4,8,92,21.5917778,0,8,70,8,30,0.0121879578,56.2779,1.56138742,1.13267231,0.14347142,-1.00912309,1.89507806,1.0480758,-0.545840561,0.7874971,-0.286192924,0.7605905,0.6176399,0.200057611,0.200057611
0,1,2,93,21.6473331,0,8,70,6,30,0.011346817,56.1776848,1.35445845,1.63706493,0.180111676,0.134136185,1.0045948,1.051677,-0.388787359,-0.919328749,0.0606547631,-0.9208944,0.3890136,-0.024941422,0.024941422
1,1,1,94,21.7028885,0,8,70,11,30,-0.00194549561,57.4804459,1.18691671,1.27287912,0.08482516,-0.2365767,0.988239765,0.794850349,0.678178132,-0.7255759,-0.11667867,-0.7476946,-0.628212,-0.215180457,0.215180457
0,0,11,95,21.7584457,0,8,70,14,30,-0.00217437744,59.1763458,1.63830745,1.36102879,0.0120565891,0.890238643,1.99173439,0.774758458,0.409074962,0.733261347,-0.54312557,0.8096305,-0.564867556,-0.159447685,0.159447685
1,0,8,96,21.8140011,0,8,70,12,24,-0.01546669,57.10889,1.5125587,0.8084967,0.0531707853,-0.9443193,1.96273041,0.471194565,-0.136236161,0.8688773,-0.475911647,0.833526731,0.3796158,0.401403934,0.401403934
0,1,3,97,21.8695564,0,8,70,0,30,-0.00190353394,55.8451,1.34739554,1.52096045,0.296920717,0.614809036,0.9730746,0.8494127,-0.230762452,-0.889639556,-0.394068778,-0.9604956,0.128392786,0.2469078,0.2469078
